Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Turnover,Baltimore City WIA,Maryland Turnover Rate by Education,2016Q4,E3,Some college or Associate degree,0.067
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q4,71,"Arts, Entertainment, and Recreation",1105
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,71,"Arts, Entertainment, and Recreation",953
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,71,"Arts, Entertainment, and Recreation",977
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,71,"Arts, Entertainment, and Recreation",888
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q1,71,"Arts, Entertainment, and Recreation",1015
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q1,71,"Arts, Entertainment, and Recreation",2419
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q1,71,"Arts, Entertainment, and Recreation",562
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q2,71,"Arts, Entertainment, and Recreation",1861
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q1,71,"Arts, Entertainment, and Recreation",963
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q2,71,"Arts, Entertainment, and Recreation",1835
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q2,71,"Arts, Entertainment, and Recreation",1518
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q2,71,"Arts, Entertainment, and Recreation",1586
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q2,71,"Arts, Entertainment, and Recreation",1761
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q2,71,"Arts, Entertainment, and Recreation",669
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q3,71,"Arts, Entertainment, and Recreation",2189
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q3,71,"Arts, Entertainment, and Recreation",2686
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q3,71,"Arts, Entertainment, and Recreation",1999
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q3,71,"Arts, Entertainment, and Recreation",2726
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q3,71,"Arts, Entertainment, and Recreation",1143
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q3,71,"Arts, Entertainment, and Recreation",1638
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q4,71,"Arts, Entertainment, and Recreation",2063
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q4,71,"Arts, Entertainment, and Recreation",1490
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q4,71,"Arts, Entertainment, and Recreation",1340
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q2,71,"Arts, Entertainment, and Recreation",1623
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q3,71,"Arts, Entertainment, and Recreation",2606
Separations,Baltimore City WIA,Maryland Separations by Industry,2019Q4,71,"Arts, Entertainment, and Recreation",1556
Separations,Baltimore City WIA,Maryland Separations by Industry,2018Q4,71,"Arts, Entertainment, and Recreation",1467
Separations,Baltimore City WIA,Maryland Separations by Industry,2020Q4,71,"Arts, Entertainment, and Recreation",1256
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q1,71,"Arts, Entertainment, and Recreation",11
Separations,Baltimore City WIA,Maryland Separations by Industry,2021Q4,71,"Arts, Entertainment, and Recreation",0
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q1,71,"Arts, Entertainment, and Recreation",8.799999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q1,71,"Arts, Entertainment, and Recreation",9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q1,71,"Arts, Entertainment, and Recreation",15.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q1,71,"Arts, Entertainment, and Recreation",8.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q2,71,"Arts, Entertainment, and Recreation",11.1
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q2,71,"Arts, Entertainment, and Recreation",9.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q2,71,"Arts, Entertainment, and Recreation",17.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q2,71,"Arts, Entertainment, and Recreation",13.900000000000002
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q2,71,"Arts, Entertainment, and Recreation",13.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q2,71,"Arts, Entertainment, and Recreation",8.799999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q2,71,"Arts, Entertainment, and Recreation",9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q3,71,"Arts, Entertainment, and Recreation",17.5
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q3,71,"Arts, Entertainment, and Recreation",14.799999999999999
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q3,71,"Arts, Entertainment, and Recreation",12.6
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q3,71,"Arts, Entertainment, and Recreation",13.3
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q3,71,"Arts, Entertainment, and Recreation",13.200000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q3,71,"Arts, Entertainment, and Recreation",8.200000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2015Q4,71,"Arts, Entertainment, and Recreation",9.9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q4,71,"Arts, Entertainment, and Recreation",8.4
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q4,71,"Arts, Entertainment, and Recreation",10.100000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2018Q4,71,"Arts, Entertainment, and Recreation",10.2
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2016Q1,71,"Arts, Entertainment, and Recreation",9.700000000000001
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2017Q1,71,"Arts, Entertainment, and Recreation",9.9
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2020Q4,71,"Arts, Entertainment, and Recreation",12.7
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2021Q4,71,"Arts, Entertainment, and Recreation",0
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q1,71,"Arts, Entertainment, and Recreation",7317
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q1,71,"Arts, Entertainment, and Recreation",6192
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q1,71,"Arts, Entertainment, and Recreation",6356
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q1,71,"Arts, Entertainment, and Recreation",6982
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q1,71,"Arts, Entertainment, and Recreation",6698
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q1,71,"Arts, Entertainment, and Recreation",4507
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q2,71,"Arts, Entertainment, and Recreation",7450
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q2,71,"Arts, Entertainment, and Recreation",6297
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q2,71,"Arts, Entertainment, and Recreation",6927
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q2,71,"Arts, Entertainment, and Recreation",7024
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q2,71,"Arts, Entertainment, and Recreation",7130
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q2,71,"Arts, Entertainment, and Recreation",5636
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q2,71,"Arts, Entertainment, and Recreation",4416
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q3,71,"Arts, Entertainment, and Recreation",7872
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q1,71,"Arts, Entertainment, and Recreation",6393
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q3,71,"Arts, Entertainment, and Recreation",7692
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q3,71,"Arts, Entertainment, and Recreation",7896
Turnover,Baltimore City WIA,Maryland Turnover Rate by Industry,2019Q4,71,"Arts, Entertainment, and Recreation",18.5
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q3,71,"Arts, Entertainment, and Recreation",7874
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q3,71,"Arts, Entertainment, and Recreation",7964
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q3,71,"Arts, Entertainment, and Recreation",4519
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q3,71,"Arts, Entertainment, and Recreation",5577
Workers,Baltimore City WIA,Maryland Workers by Industry,2015Q4,71,"Arts, Entertainment, and Recreation",7325
Workers,Baltimore City WIA,Maryland Workers by Industry,2016Q4,71,"Arts, Entertainment, and Recreation",6629
Workers,Baltimore City WIA,Maryland Workers by Industry,2017Q4,71,"Arts, Entertainment, and Recreation",6609
Workers,Baltimore City WIA,Maryland Workers by Industry,2018Q4,71,"Arts, Entertainment, and Recreation",7409
Workers,Baltimore City WIA,Maryland Workers by Industry,2019Q4,71,"Arts, Entertainment, and Recreation",6836
Workers,Baltimore City WIA,Maryland Workers by Industry,2020Q4,71,"Arts, Entertainment, and Recreation",4705
Workers,Baltimore City WIA,Maryland Workers by Industry,2021Q4,71,"Arts, Entertainment, and Recreation",6183
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q1,23,Construction,4932
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q1,23,Construction,5181
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q1,23,Construction,5643
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q1,23,Construction,5612
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q1,23,Construction,5509
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q1,23,Construction,5516
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q2,23,Construction,5065
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q2,23,Construction,5068
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q2,23,Construction,5404
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q2,23,Construction,5478
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q1,23,Construction,5912
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q2,23,Construction,5655
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q2,23,Construction,6516
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q3,23,Construction,5090
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q3,23,Construction,5448
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q3,23,Construction,5347
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q3,23,Construction,5401
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q3,23,Construction,5713
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q3,23,Construction,5951
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q3,23,Construction,5930
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q2,23,Construction,5635
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2016Q4,23,Construction,5812
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2017Q4,23,Construction,6097
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2018Q4,23,Construction,6253
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2019Q4,23,Construction,6387
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2020Q4,23,Construction,6826
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2021Q4,23,Construction,0
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q1,23,Construction,214
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q1,23,Construction,159
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q1,23,Construction,82
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q1,23,Construction,57
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q1,23,Construction,8
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q1,23,Construction,12
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q2,23,Construction,643
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q2,23,Construction,400
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q2,23,Construction,634
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q2,23,Construction,373
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q2,23,Construction,629
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q2,23,Construction,-60
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q2,23,Construction,532
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q3,23,Construction,165
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2016Q3,23,Construction,-112
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q3,23,Construction,-12
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q3,23,Construction,7
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q3,23,Construction,-64
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q3,23,Construction,87
Earnings,Baltimore City WIA,Maryland Average Earnings by Industry,2015Q4,23,Construction,5679
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2021Q3,23,Construction,174
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2015Q4,23,Construction,-478
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2018Q4,23,Construction,-346
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2019Q4,23,Construction,-379
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2017Q4,23,Construction,-429
Job Change,Baltimore City WIA,Maryland Job Net Change by Industry,2020Q4,23,Construction,-255
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q1,23,Construction,1352
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q1,23,Construction,1635
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q1,23,Construction,1649
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q1,23,Construction,1483
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q1,23,Construction,1461
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q1,23,Construction,1310
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q2,23,Construction,2075
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q1,23,Construction,1254
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q2,23,Construction,1937
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q2,23,Construction,1828
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q2,23,Construction,1871
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q2,23,Construction,1350
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q2,23,Construction,1574
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q3,23,Construction,1948
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q3,23,Construction,1804
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q3,23,Construction,1915
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q3,23,Construction,1757
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q3,23,Construction,1690
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q3,23,Construction,1465
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q3,23,Construction,1484
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2015Q4,23,Construction,1531
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2016Q4,23,Construction,1580
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2017Q4,23,Construction,1657
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2018Q4,23,Construction,1458
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2019Q4,23,Construction,1413
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2020Q4,23,Construction,1317
New Hires,Baltimore City WIA,Maryland New Hires by Industry,2021Q4,23,Construction,1386
Separations,Baltimore City WIA,Maryland Separations by Industry,2015Q1,23,Construction,1458
Separations,Baltimore City WIA,Maryland Separations by Industry,2016Q1,23,Construction,1777
Separations,Baltimore City WIA,Maryland Separations by Industry,2017Q1,23,Construction,1694
