2017,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",6231,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",6425,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",6006,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",5989,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",6302,
2020,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",6764,
2016,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",23006,
2015,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22730,
2018,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22260,
2017,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22558,
2019,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22909,
2020,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22379,
2015,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1587,
2017,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1363,
2018,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1163,
2016,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1705,
2019,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1090,
2020,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1076,
2015,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6426,
2019,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",5954,
2016,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6073,
2018,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6267,
2017,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6017,
2020,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6152,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Frederick County, Maryland",4236,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Frederick County, Maryland",4475,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Frederick County, Maryland",4777,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Frederick County, Maryland",3738,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Frederick County, Maryland",4433,
2020,Employment Status By Poverty Status,Employed,Below Poverty,"Frederick County, Maryland",4687,
2016,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1361,
2015,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1742,
2017,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2205,
2017,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1380,
2018,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1213,
2019,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1045,
2020,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",952,
2017,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5691,
2015,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5863,
2018,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5990,
2016,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5998,
2019,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5618,
2020,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",6123,
2016,Unemployment By Race,,Asian,"Frederick County, Maryland",7.8,0.078
2017,Unemployment By Race,,Asian,"Frederick County, Maryland",5.6,0.055999999999999994
2015,Unemployment By Race,,Asian,"Frederick County, Maryland",7.6,0.076
2018,Unemployment By Race,,Asian,"Frederick County, Maryland",5.3,0.053
2019,Unemployment By Race,,Asian,"Frederick County, Maryland",2.9,0.028999999999999998
2020,Unemployment By Race,,Asian,"Frederick County, Maryland",2.9,0.028999999999999998
2015,Unemployment By Race,,White,"Frederick County, Maryland",5.3,0.053
2016,Unemployment By Race,,White,"Frederick County, Maryland",4.8,0.048
2017,Unemployment By Race,,White,"Frederick County, Maryland",4.7,0.047
2018,Unemployment By Race,,White,"Frederick County, Maryland",4.4,0.044000000000000004
2019,Unemployment By Race,,White,"Frederick County, Maryland",4,0.04
2020,Unemployment By Race,,White,"Frederick County, Maryland",3.9,0.039
2016,Unemployment By Race,,Black,"Frederick County, Maryland",7.7,0.077
2015,Unemployment By Race,,Black,"Frederick County, Maryland",9.1,0.091
2018,Unemployment By Race,,Black,"Frederick County, Maryland",6.5,0.065
2017,Unemployment By Race,,Black,"Frederick County, Maryland",7.4,0.07400000000000001
2019,Unemployment By Race,,Black,"Frederick County, Maryland",6.3,0.063
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Frederick County, Maryland",1243,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Frederick County, Maryland",1305,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Frederick County, Maryland",1145,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Frederick County, Maryland",1021,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Frederick County, Maryland",1438,
2020,Unemployment By Race,,Black,"Frederick County, Maryland",6.6,0.066
2015,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6573,,,,
2016,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6528,,,,
2018,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6715,,,,
2020,Employment Status By Poverty Status,Unemployed,Below Poverty,"Frederick County, Maryland",948,
2017,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6778,,,,
2019,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6450,,,,
2020,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6363,,,,
2015,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5061,
2016,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",4872,
2019,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5413,
2017,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5067,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",484,
2020,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5563,
2018,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5261,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",464,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",487,
2015,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2269,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",424,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",489,
2020,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",399,
2016,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2183,
2018,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2350,
2020,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2266,
2016,Unemployment By Veteran Status,,Non Veteran,"Frederick County, Maryland",5.3,0.053
2015,Unemployment By Veteran Status,,Non Veteran,"Frederick County, Maryland",5.8,0.057999999999999996
2017,Unemployment By Veteran Status,,Non Veteran,"Frederick County, Maryland",5.2,0.052000000000000005
2019,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2234,
2018,Unemployment By Veteran Status,,Non Veteran,"Frederick County, Maryland",4.6,0.046
2015,Unemployment By Veteran Status,,Veteran,"Frederick County, Maryland",3.5,0.035
2019,Unemployment By Veteran Status,,Non Veteran,"Frederick County, Maryland",4.2,0.042
2016,Unemployment By Veteran Status,,Veteran,"Frederick County, Maryland",3,0.03
2020,Unemployment By Veteran Status,,Non Veteran,"Frederick County, Maryland",4.2,0.042
2017,Unemployment By Veteran Status,,Veteran,"Frederick County, Maryland",2.6,0.026000000000000002
2020,Unemployment By Veteran Status,,Veteran,"Frederick County, Maryland",1.8,0.018000000000000002
2019,Unemployment By Veteran Status,,Veteran,"Frederick County, Maryland",1.8,0.018000000000000002
2018,Unemployment By Veteran Status,,Veteran,"Frederick County, Maryland",2.4,0.024
2016,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",30687,
2015,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",30867,
2017,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",31234,
2018,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",31195,
2019,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",31060,
2020,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",32102,
2017,SNAP Recipient Workers,,,"Garrett County, Maryland",1527,,,,,
2018,SNAP Recipient Workers,,,"Garrett County, Maryland",1469,,,,,
2019,SNAP Recipient Workers,,,"Garrett County, Maryland",1421,,,,,
2020,SNAP Recipient Workers,,,"Garrett County, Maryland",1341,,,,,
2017,SNAP Recipient Workers by Percentage,,,"Garrett County, Maryland",0.005993000000000001,0.5993,,,,
2018,SNAP Recipient Workers by Percentage,,,"Garrett County, Maryland",0.00616,0.616,,,,
2019,SNAP Recipient Workers by Percentage,,,"Garrett County, Maryland",0.005909,0.5909,,,,
2020,SNAP Recipient Workers by Percentage,,,"Garrett County, Maryland",0.005825,0.5825,,,,
2015,Employment Status By Disability Status,Labor Force,Disabled,"Garrett County, Maryland",771,,,,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Garrett County, Maryland",910,,,,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Garrett County, Maryland",809,,,,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Garrett County, Maryland",1059,,,,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Garrett County, Maryland",903,,,,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Garrett County, Maryland",12867,,,,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Garrett County, Maryland",12629,,,,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Garrett County, Maryland",12562,,,,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Garrett County, Maryland",12057,,,,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Garrett County, Maryland",12278,,,,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Garrett County, Maryland",1092,,,,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Garrett County, Maryland",1066,,,,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Garrett County, Maryland",890,,,,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Garrett County, Maryland",776,,,,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Garrett County, Maryland",788,,,,
2015,Median Household Income,,,"Garrett County, Maryland",45432,,,,,,
2016,Median Household Income,,,"Garrett County, Maryland",46277,,,,,,
2017,Median Household Income,,,"Garrett County, Maryland",48174,,,,,,
2020,Median Household Income,,,"Garrett County, Maryland",54542,,,,,,
2018,Median Household Income,,,"Garrett County, Maryland",49619,,,,,,
2019,Median Household Income,,,"Garrett County, Maryland",52617,,,,,,
2015,Total Population,,,"Garrett County, Maryland",29813,,,,,
2016,Total Population,,,"Garrett County, Maryland",29677,,,,,
2017,Total Population,,,"Garrett County, Maryland",29516,,,,,
2019,Total Population,,,"Garrett County, Maryland",29235,,,,,
2018,Total Population,,,"Garrett County, Maryland",29376,,,,,
2020,Total Population,,,"Garrett County, Maryland",29155,,,,,
2015,Unemployment By Gender,,Male,"Garrett County, Maryland",6.8,0.068
2017,Unemployment By Gender,,Male,"Garrett County, Maryland",4.3,0.043
2016,Unemployment By Gender,,Male,"Garrett County, Maryland",5.5,0.055
2019,Unemployment By Gender,,Male,"Garrett County, Maryland",4,0.04
2020,Unemployment By Gender,,Male,"Garrett County, Maryland",4.1,0.040999999999999995
2018,Unemployment By Gender,,Male,"Garrett County, Maryland",4.5,0.045
2016,Employment Status By Disability Status,Unemployed,Disabled,"Garrett County, Maryland",164,,,,
2017,Employment Status By Disability Status,Unemployed,Disabled,"Garrett County, Maryland",102,,,,
2019,Employment Status By Disability Status,Unemployed,Disabled,"Garrett County, Maryland",95,,,,
2015,Employment Status By Disability Status,Unemployed,Disabled,"Garrett County, Maryland",196,,,,
2018,Unemployment By Race,,Hispanic,"Garrett County, Maryland",14.5,0.145
2016,Unemployment By Race,,Hispanic,"Garrett County, Maryland",11.1,0.111
